pais,nombre,puntos,precio,provincia,region_1,region_2,variedad,vina,titulo_resena
Estados Unidos,,87,23.0,Virginia,Virginia,,Viognier,Cooper Vineyards,Cooper Vineyards 2011 Viognier (Virginia)
Estados Unidos,,87,28.0,California,Santa Barbara County,Central Coast,Pinot Noir,Fess Parker,Fess Parker 2009 Pinot Noir (Santa Barbara County)
España,,82,11.0,Northern Spain,Calatayud,,Macabeo,Tres Ojos,Tres Ojos 2009 Macabeo (Calatayud)
Francia,,83,,Southwest France,Périgord,,Merlot,Le Haut Païs,Le Haut Païs 2014 Merlot (Périgord)
Francia,Cuvée Amiral,87,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château les Petits Arnauds,Château les Petits Arnauds 2015 Cuvée Amiral  (Blaye Côtes de Bordeaux)
Francia,Clos des Guettes Premier Cru,89,,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Henri de Villamont,Henri de Villamont 2014 Clos des Guettes Premier Cru  (Savigny-lès-Beaune)
Italia,Croce del Gal,86,,Veneto,Amarone della Valpolicella Classico,,Ensamblaje Tinto,Cantine Benedetti,Cantine Benedetti 2006 Croce del Gal  (Amarone della Valpolicella Classico)
Estados Unidos,,82,19.0,California,Livermore Valley,Central Coast,Sauvignon Blanc,Entropy Cellars,Entropy Cellars 2010 Sauvignon Blanc (Livermore Valley)
Australia,Giants Creek,84,17.0,New South Wales,Hunter Valley,,Chardonnay,Rosemount,Rosemount 1999 Giants Creek Chardonnay (Hunter Valley)
Italia,Puntay,87,20.0,Northeastern Italy,Alto Adige,,Sauvignon,Erste Neue,Erste Neue 2009 Puntay Sauvignon (Alto Adige)
Estados Unidos,River Turn,92,60.0,California,Anderson Valley,,Pinot Noir,Black Kite,Black Kite 2014 River Turn Pinot Noir (Anderson Valley)
España,,94,30.0,Northern Spain,Campo de Borja,,Syrah,Pagos del Moncayo,Pagos del Moncayo 2009 Syrah (Campo de Borja)
Italia,,88,22.0,Sicily & Sardinia,Terre Siciliane,,Nero d'Avola,Tonnino,Tonnino 2013 Nero d'Avola (Terre Siciliane)
Estados Unidos,Blanc du Tusque,84,22.0,California,Sonoma County,Sonoma,Ensamblaje Blanco Tipo Rhône,Sanglier Cellars,Sanglier Cellars 2011 Blanc du Tusque White (Sonoma County)
Estados Unidos,,88,24.0,Oregon,Oregon,Oregon Other,Pinot Noir,Torii Mor,Torii Mor 2010 Pinot Noir (Oregon)
Estados Unidos,,89,26.0,California,Sierra Foothills,Sierra Foothills,Fiano,La Folia Winery,La Folia Winery 2013 Fiano (Sierra Foothills)
Francia,La Grande Réserve du Moulin Sur Lie,89,16.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Gadais Père et Fils,Gadais Père et Fils 2013 La Grande Réserve du Moulin Sur Lie  (Muscadet Sèvre et Maine)
Estados Unidos,East Bench,84,30.0,California,Dry Creek Valley,Sonoma,Zinfandel,Ridge,Ridge 2007 East Bench Zinfandel (Dry Creek Valley)
Estados Unidos,,90,18.0,Washington,Columbia Valley (WA),Columbia Valley,Dolcetto,Wind Rose,Wind Rose 2010 Dolcetto (Columbia Valley (WA))
Francia,Cuvée Icône du Château de Mercuès,93,140.0,Southwest France,Cahors,,Malbec,Georges Vigouroux,Georges Vigouroux 2009 Cuvée Icône du Château de Mercuès Malbec (Cahors)
Estados Unidos,Rockpile Road Vineyard Reserve,84,45.0,California,Rockpile,Sonoma,Petite Sirah,Rosenblum,Rosenblum 2005 Rockpile Road Vineyard Reserve Petite Sirah (Rockpile)
Francia,,90,20.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Belle Coline,Château Belle Coline 2014  Blaye Côtes de Bordeaux
Estados Unidos,DuBrul Vineyard Reserve Red,96,50.0,Washington,Rattlesnake Hills,Columbia Valley,Ensamblaje Tinto,Tamarack Cellars,Tamarack Cellars 2008 DuBrul Vineyard Reserve Red Red (Rattlesnake Hills)
Estados Unidos,Ordway Vineyard,94,50.0,California,Anderson Valley,,Pinot Noir,Expression 39,Expression 39 2014 Ordway Vineyard Pinot Noir (Anderson Valley)
España,Premium,85,14.0,España Central,Mentrida,,Ensamblaje Tinto,Arrayán,Arrayán 2007 Premium Red (Mentrida)
Portugal,Castello d'Alba Reserva Branco,88,15.0,Douro,,,Portuguese White,Rui Roboredo Madeira,Rui Roboredo Madeira 2015 Castello d'Alba Reserva Branco White (Douro)
Estados Unidos,Kiara Private Reserve,90,18.0,California,Paso Robles,Central Coast,Syrah,Le Vigne,Le Vigne 2007 Kiara Private Reserve Syrah (Paso Robles)
Estados Unidos,,89,20.0,California,Central Coast,Central Coast,Ensamblaje Blanco,Tenshen,Tenshen 2015 White (Central Coast)
Estados Unidos,,87,12.0,California,Santa Ynez Valley,Central Coast,Sauvignon Blanc,Bridlewood,Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley)
Austria,Classic,84,17.0,Burgenland,,,Zweigelt,Iby,Iby 2008 Classic Zweigelt (Burgenland)
Estados Unidos,Cluster Select Late Harvest,91,59.0,California,Anderson Valley,,Riesling,Navarro,Navarro 2011 Cluster Select Late Harvest Riesling (Anderson Valley)
Francia,,87,25.0,Burgundy,Irancy,,Pinot Noir,Simonnet-Febvre,Simonnet-Febvre 2012  Irancy
Italia,,88,21.0,Tuscany,Rosso di Montepulciano,,Ensamblaje Tinto,La Calonica,La Calonica 2013  Rosso di Montepulciano
Estados Unidos,Lightly Oaked,86,8.0,California,California,California Other,Chardonnay,Woodbridge by Robert Mondavi,Woodbridge by Robert Mondavi 2014 Lightly Oaked Chardonnay (California)
Estados Unidos,Reserve,85,35.0,Virginia,Virginia,,Petit Verdot,Barboursville Vineyards,Barboursville Vineyards 2009 Reserve Petit Verdot (Virginia)
España,Gran Colegiata Campus,92,80.0,Northern Spain,Toro,,Tinta de Toro,Bodegas Fariña,Bodegas Fariña 2011 Gran Colegiata Campus  (Toro)
Francia,Amour de Deutz Brut Rosé,95,,Champagne,Champagne,,Champagne Ensamblaje,Deutz,Deutz 2006 Amour de Deutz Brut Rosé  (Champagne)
Italia,,89,46.0,Piedmont,Barolo,,Nebbiolo,Batasiolo,Batasiolo 2013  Barolo
Francia,,89,15.0,Burgundy,Mâcon La Roche Vineuse,,Chardonnay,Vignerons des Terres Secrètes,Vignerons des Terres Secrètes 2015  Mâcon La Roche Vineuse
Estados Unidos,Lytton Springs,92,28.0,California,Dry Creek Valley,Sonoma,Zinfandel,Ridge,Ridge 1998 Lytton Springs Zinfandel (Dry Creek Valley)
Francia,Colas Robin,89,50.0,Champagne,Champagne,,Pinot Blanc,Piollot Père et Fils,Piollot Père et Fils 2013 Colas Robin Pinot Blanc (Champagne)
Portugal,Marquesa da Alorna Grande Reserva,92,26.0,Tejo,,,Portuguese Red,Quinta da Alorna,Quinta da Alorna 2013 Marquesa da Alorna Grande Reserva Red (Tejo)
Estados Unidos,Shea Vineyard,94,65.0,Oregon,Willamette Valley,,Pinot Noir,Ken Wright,Ken Wright 2012 Shea Vineyard Pinot Noir
Estados Unidos,,90,25.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Stoller,Stoller 2012 Pinot Noir (Dundee Hills)
Estados Unidos,,85,20.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Envolve,Envolve 2008 Cabernet Sauvignon (Sonoma Valley)
Estados Unidos,Family Home,93,60.0,California,Oakville,Napa,Cabernet Sauvignon,Gamble Family Vineyards,Gamble Family Vineyards 2006 Family Home Cabernet Sauvignon (Oakville)
Portugal,Casal Garcia,83,8.0,Vinho Verde,,,Portuguese Rosé,Aveleda,Aveleda 2012 Casal Garcia Rosé (Vinho Verde)
Australia,The Gaffer,87,26.0,South Australia,McLaren Vale,,Shiraz,Mr. Riggs,Mr. Riggs 2015 The Gaffer Shiraz (McLaren Vale)
Alemania,Fritz Fisk,85,13.0,Mosel,,,Riesling,Dr. Pauly Bergweiler,Dr. Pauly Bergweiler 2011 Fritz Fisk Riesling (Mosel)
Estados Unidos,Ferrington Vineyard,89,19.0,California,Anderson Valley,,Gewürztraminer,Philo Ridge,Philo Ridge 2010 Ferrington Vineyard Gewurztraminer (Anderson Valley)
Italia,,92,65.0,Tuscany,Brunello di Montalcino,,Sangiovese,Capanne Ricci,Capanne Ricci 2012  Brunello di Montalcino
Italia,I Selis Rosso Superiore,90,30.0,Sicily & Sardinia,Monica di Sardegna,,Ensamblaje Tinto,Argiolas,Argiolas 2013 I Selis Rosso Superiore  (Monica di Sardegna)
Estados Unidos,Steinbeck Vineyard-Wine-Bush Vineyard-Cocavin Vineyard,91,28.0,California,Paso Robles,Central Coast,Zinfandel,Eberle,Eberle 2014 Steinbeck Vineyard-Wine-Bush Vineyard-Cocavin Vineyard Zinfandel (Paso Robles)
Estados Unidos,Bergström Vineyard,92,80.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Bergström,Bergström 2011 Bergström Vineyard Pinot Noir (Dundee Hills)
Francia,Château du Jaunay Sur Lie,85,14.0,Loire Valley,Muscadet Sèvre et Maine,,Melon,Bougrier,Bougrier 2013 Château du Jaunay Sur Lie  (Muscadet Sèvre et Maine)
Estados Unidos,Ashley's,94,36.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Fess Parker,Fess Parker 2012 Ashley's Chardonnay (Sta. Rita Hills)
Canadá,,89,20.0,British Columbia,Okanagan Valley,,Chardonnay,Quails' Gate,Quails' Gate 2012 Chardonnay (Okanagan Valley)
Francia,La Petite Perrière,85,12.0,France Other,Vin de France,,Pinot Noir,Saget la Perrière,Saget la Perrière 2016 La Petite Perrière Pinot Noir (Vin de France)
Estados Unidos,Doctor's Vineyard,88,49.0,California,Santa Lucia Highlands,Central Coast,Syrah,Wrath,Wrath 2008 Doctor's Vineyard Syrah (Santa Lucia Highlands)
Italia,Roncaglie,90,70.0,Piedmont,Barbaresco,,Nebbiolo,Poderi Colla,Poderi Colla 2012 Roncaglie  (Barbaresco)
Estados Unidos,Alden Perry Reserve,92,60.0,California,Mount Veeder,Napa,Bordeaux-style Red Blend,Yates Family Vineyard,Yates Family Vineyard 2008 Alden Perry Reserve Red (Mount Veeder)
Francia,Jules Réserve,89,18.0,Provence,Côtes de Provence,,Ensamblaje Tinto Tipo Rhône,Domaine du Grand Cros,Domaine du Grand Cros 2004 Jules Réserve Red (Côtes de Provence)
Francia,Cuvée Les Tourelles,85,15.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Roc de Minvielle,Château Roc de Minvielle 2015 Cuvée Les Tourelles  (Bordeaux)
Francia,Vieilles Vignes,92,42.0,Rhône Valley,Vacqueyras,,Ensamblaje Tinto Tipo Rhône,Tardieu-Laurent,Tardieu-Laurent 2009 Vieilles Vignes Red (Vacqueyras)
Alemania,Potate!,85,15.0,Rheinhessen,,,Riesling,Würtz,Würtz 2009 Potate! Riesling (Rheinhessen)
Estados Unidos,Transparency,88,18.0,Oregon,Southern Oregon,Southern Oregon,Ensamblaje Blanco,Season,Season 2014 Transparency White (Southern Oregon)
Italia,,87,22.0,Sicily & Sardinia,Cerasuolo di Vittoria,,Ensamblaje Tinto,Planeta,Planeta 2008  Cerasuolo di Vittoria
Estados Unidos,Old Head,88,15.0,California,Dunnigan Hills,Central Valley,Chardonnay,Matchbook,Matchbook 2013 Old Head Chardonnay (Dunnigan Hills)
Francia,,93,,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château Tronquoy-Lalande,Château Tronquoy-Lalande 2010  Saint-Estèphe
Estados Unidos,,86,20.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Gordon Brothers,Gordon Brothers 2008 Merlot (Columbia Valley (WA))
Australia,Art Series,90,60.0,Western Australia,Margaret River,,Cabernet Sauvignon,Leeuwin Estate,Leeuwin Estate 2010 Art Series Cabernet Sauvignon (Margaret River)
Francia,Alain de la Treille,86,19.0,Loire Valley,Chinon,,Cabernet Franc,Bougrier,Bougrier 2015 Alain de la Treille  (Chinon)
Alemania,Kiedrich Gräfenberg Erstes Gewächs Trocken,91,80.0,Rheingau,,,Riesling,Robert Weil,Robert Weil 2011 Kiedrich Gräfenberg Erstes Gewächs Trocken Riesling (Rheingau)
Estados Unidos,Quarter Moon Vineyard Estate Grown,95,75.0,California,Sonoma Coast,Sonoma,Pinot Noir,Joseph Phelps,Joseph Phelps 2011 Quarter Moon Vineyard Estate Grown Pinot Noir (Sonoma Coast)
Chile,20 Barrels,93,35.0,Valle del Maipo,,,Cabernet Sauvignon,Cono Sur,Cono Sur 2013 20 Barrels Cabernet Sauvignon (Maipo Valley)
Estados Unidos,Cincinnatus,85,45.0,Virginia,Virginia,,Seyval Blanc,James Charles,James Charles 2016 Cincinnatus Seyval Blanc (Virginia)
Estados Unidos,,91,22.0,California,Napa Valley,Napa,Cabernet Sauvignon,Eagle Glen,Eagle Glen 2013 Cabernet Sauvignon (Napa Valley)
Estados Unidos,,89,45.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Flying Dreams,Flying Dreams 2012 Syrah (Walla Walla Valley (WA))
España,Oak Fermented,83,18.0,Northern Spain,Ribera del Duero,,Rosado,Pradorey,Pradorey 2015 Oak Fermented Rosado (Ribera del Duero)
Chile,,85,10.0,Valle Central,,,Merlot,Cono Sur,Cono Sur 2008 Merlot (Central Valley)
Francia,Château de Rully Saint Jacques Cuvée R. de Ternay,89,,Burgundy,Rully,,Chardonnay,Antonin Rodet,Antonin Rodet 2011 Château de Rully Saint Jacques Cuvée R. de Ternay  (Rully)
Italia,Salisire Bianco,88,28.0,Sicily & Sardinia,Etna,,Carricante,Vivera,Vivera 2010 Salisire Bianco  (Etna)
Italia,Olmèra,90,44.0,Veneto,Veneto,,Ensamblaje Blanco,De Stefani,De Stefani 2010 Olmèra White (Veneto)
Francia,Barrel sample,89,,Bordeaux,Pauillac,,Bordeaux-style Red Blend,Château Croizet-Bages,Château Croizet-Bages 2008 Barrel sample  (Pauillac)
Italia,,89,21.0,Northeastern Italy,Alto Adige Valle Isarco,,Lagrein,Abbazia di Novacella,Abbazia di Novacella 2013 Lagrein (Alto Adige Valle Isarco)
Turquía,Prestige,90,40.0,Ankara,,,Kalecik Karasi,Kavaklidere,Kavaklidere 2009 Prestige Kalecik Karasi (Ankara)
Estados Unidos,Spring Grove Vineyard,85,27.0,California,San Benito County,Central Coast,Pinot Noir,Pessagno,Pessagno 2005 Spring Grove Vineyard Pinot Noir (San Benito County)
Portugal,Lagoalva Vinho Tinto,86,15.0,Tejo,,,Portuguese Red,Quinta da Lagoalva de Cima,Quinta da Lagoalva de Cima 2015 Lagoalva Vinho Tinto Red (Tejo)
Francia,,85,65.0,Bordeaux,Canon-Fronsac,,Bordeaux-style Red Blend,Château Roullet,Château Roullet 2010  Canon-Fronsac
Francia,Le Nombre d'Or Brut,91,,Champagne,Champagne,,Champagne Ensamblaje,Aubry,Aubry 2002 Le Nombre d'Or Brut  (Champagne)
Estados Unidos,Cascade,86,18.0,Washington,Washington,Washington Other,Ensamblaje Tinto,Vortex,Vortex NV Cascade Red (Washington)
Estados Unidos,Grand Klasse Lawrence Vineyards,85,22.0,Washington,Columbia Valley (WA),Columbia Valley,Pinot Gris,Gård,Gård 2013 Grand Klasse Lawrence Vineyards Pinot Gris (Columbia Valley (WA))
Estados Unidos,Heritage Reserve,89,56.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Vista Hills,Vista Hills 2014 Heritage Reserve Pinot Noir (Dundee Hills)
Francia,,93,56.0,Rhône Valley,Châteauneuf-du-Pape,,Ensamblaje Tinto Tipo Rhône,Tardieu-Laurent,Tardieu-Laurent 2009 Red (Châteauneuf-du-Pape)
Italia,,91,22.0,Southern Italy,Cacc’e Mmitte di Lucera,,Ensamblaje Tinto,Alberto Longo,Alberto Longo 2012 Red (Cacc’e Mmitte di Lucera)
Francia,Charles VII La Grande Cuvée Blanc de Noirs Brut,91,60.0,Champagne,Champagne,,Champagne Ensamblaje,Canard-Duchêne,Canard-Duchêne NV Charles VII La Grande Cuvée Blanc de Noirs Brut  (Champagne)
Turquía,K2,90,28.0,Aegean,,,Ensamblaje Tinto,Pasaeli,Pasaeli 2012 K2 Red (Aegean)
Francia,Les Perriers,87,,Burgundy,Saint-Véran,,Chardonnay,Pascal Rollet,Pascal Rollet 2015 Les Perriers  (Saint-Véran)
Estados Unidos,Klipsun Vineyard S White,92,20.0,Washington,Red Mountain,Columbia Valley,Ensamblaje Blanco,O•S Winery,O•S Winery 2007 Klipsun Vineyard S White White (Red Mountain)
Estados Unidos,Lot 177,90,15.0,California,Napa County,Napa,Syrah,Cameron Hughes,Cameron Hughes 2006 Lot 177 Syrah (Napa County)
Estados Unidos,Upper Bench,85,35.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,E16,E16 2012 Upper Bench Pinot Noir (Santa Lucia Highlands)
Estados Unidos,Botricelli,92,40.0,California,California,California Other,Semillon-Sauvignon Blanc,Miraflores,Miraflores 2006 Botricelli Semillon-Sauvignon Blanc (California)
Italia,Tenuta La Solatìa,90,24.0,Tuscany,Toscana,,Chardonnay,Ruffino,Ruffino 2008 Tenuta La Solatìa Chardonnay (Toscana)
Estados Unidos,,82,42.0,California,Sierra Foothills,Sierra Foothills,Cabernet Sauvignon,Peters Family,Peters Family 2004 Cabernet Sauvignon (Sierra Foothills)
Argentina,Particular,90,31.0,Mendoza,,,Malbec,Valentin Bianchi,Valentin Bianchi 2011 Particular Malbec
España,Serres Tempranillo-Garnacha,83,10.0,Northern Spain,Rioja,,Rosé,Carlos Serres,Carlos Serres 2012 Serres Tempranillo-Garnacha Rosé (Rioja)
Estados Unidos,Ferguson Block,94,44.0,California,Carneros,Napa-Sonoma,Pinot Noir,Robert Stemmler,Robert Stemmler 2007 Ferguson Block Pinot Noir (Carneros)
Estados Unidos,76 West,90,30.0,New York,Finger Lakes,Finger Lakes,Bordeaux-style Red Blend,Lamoreaux Landing,Lamoreaux Landing 2010 76 West Red (Finger Lakes)
Francia,La Tour du Gouverneur,86,,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Les Vignerons Réunis de Monségur,Les Vignerons Réunis de Monségur 2012 La Tour du Gouverneur  (Bordeaux)
Francia,Mambourg Grand Cru,90,34.0,Alsace,Alsace,,Gewürztraminer,Jean-Marc Bernhard,Jean-Marc Bernhard 2013 Mambourg Grand Cru Gewurztraminer (Alsace)
Estados Unidos,La Croce,96,66.0,California,Santa Ynez Valley,Central Coast,Ensamblaje Tinto,Stolpman,Stolpman 2007 La Croce Red (Santa Ynez Valley)
Estados Unidos,Reserve,87,37.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Sheldrake Point,Sheldrake Point 2012 Reserve Cabernet Sauvignon (Finger Lakes)
Francia,Les Terres Noires,87,26.0,Burgundy,Saint-Véran,,Chardonnay,Domaine des Deux Roches,Domaine des Deux Roches 2014 Les Terres Noires  (Saint-Véran)
Francia,,94,130.0,Burgundy,Clos de la Roche,,Pinot Noir,Domaine Coquard Loisson-Fleurot,Domaine Coquard Loisson-Fleurot 2014  Clos de la Roche
Estados Unidos,Drake Estate Vineyard Blanc de Noir,86,50.0,California,Russian River Valley,Sonoma,Sparkling Blend,Williams Selyem,Williams Selyem 2005 Drake Estate Vineyard Blanc de Noir Sparkling (Russian River Valley)
Estados Unidos,,88,34.0,California,Paso Robles,Central Coast,Petite Sirah,Seven Angels,Seven Angels 2012 Petite Sirah (Paso Robles)
España,,85,8.0,Northern Spain,Rueda,,Verdejo,Viña Vilano,Viña Vilano 2013 Verdejo (Rueda)
Estados Unidos,Los Alamos Vineyard,93,35.0,California,Santa Barbara County,Central Coast,Chardonnay,Chanin,Chanin 2015 Los Alamos Vineyard Chardonnay (Santa Barbara County)
Italia,Dei Mazzoni,90,40.0,Piedmont,Ghemme,,Nebbiolo,Tiziano Mazzoni,Tiziano Mazzoni 2011 Dei Mazzoni  (Ghemme)
Estados Unidos,Nirvana,88,120.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Peace Water,Peace Water 2011 Nirvana Cabernet Sauvignon (Howell Mountain)
Argentina,Año Cero,86,19.0,Mendoza,La Consulta,,Tempranillo,Altocedro,Altocedro 2012 Año Cero Tempranillo (La Consulta)
España,,88,20.0,Northern Spain,Navarra,,Garnacha Blanca,Artadi,Artadi 2014 Garnacha Blanca (Navarra)
Austria,L&T;,86,,Niederösterreich,,,Grüner Veltliner,Dürnberg,Dürnberg 2010 L&T; Grüner Veltliner (Niederösterreich)
Estados Unidos,Copper Lily,84,13.0,Washington,Columbia Valley (WA),Columbia Valley,Sauvignon Blanc,Zero One Vintners,Zero One Vintners 2013 Copper Lily Sauvignon Blanc (Columbia Valley (WA))
España,Eidos de Padriñán,89,24.0,Galicia,Rías Baixas,,Albariño,Adega dos Eidos,Adega dos Eidos 2009 Eidos de Padriñán Albariño (Rías Baixas)
Francia,,90,,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château de Myrat,Château de Myrat 2011  Sauternes
Estados Unidos,,85,14.0,California,Carneros,Napa-Sonoma,Pinot Noir,Castle Rock,Castle Rock 2011 Pinot Noir (Carneros)
Italia,Briccolina,93,149.0,Piedmont,Barolo,,Nebbiolo,Rivetto,Rivetto 2009 Briccolina  (Barolo)
Francia,,86,12.0,Rhône Valley,Côtes du Rhône,,Ensamblaje Tinto Tipo Rhône,Michel Picard,Michel Picard 2015 Red (Côtes du Rhône)
Estados Unidos,Bella Rosa,84,10.0,California,Napa Valley,Napa,Sangiovese,Pope Valley Winery,Pope Valley Winery 2006 Bella Rosa Sangiovese (Napa Valley)
Estados Unidos,Freedom Hill Vineyard,92,42.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,St. Innocent,St. Innocent 2013 Freedom Hill Vineyard Pinot Noir (Willamette Valley)
Estados Unidos,Sangiacomo Vineyard,90,42.0,California,Sonoma Coast,Sonoma,Pinot Noir,La Follette,La Follette 2014 Sangiacomo Vineyard Pinot Noir (Sonoma Coast)
Francia,Collection Blanche,88,46.0,Champagne,Champagne,,Champagne Ensamblaje,Gyéjacquot Frères,Gyéjacquot Frères NV Collection Blanche  (Champagne)
Italia,,87,19.0,Piedmont,Gavi,,Cortese,Mauro Sebaste,Mauro Sebaste 2009  Gavi
Estados Unidos,Cor Leonis,90,185.0,California,Napa Valley,Napa,Cabernet Sauvignon,Moone-Tsai,Moone-Tsai 2010 Cor Leonis Cabernet Sauvignon (Napa Valley)
Estados Unidos,Holystone,82,27.0,California,Paso Robles,Central Coast,Zinfandel,Sextant,Sextant 2006 Holystone Zinfandel (Paso Robles)
España,200 Monges Selección Especial Reserva,88,120.0,Northern Spain,Rioja,,Tempranillo Ensamblaje,Bodegas Vínícola Real,Bodegas Vínícola Real 2005 200 Monges Selección Especial Reserva  (Rioja)
Estados Unidos,Old Vine,86,15.0,California,Lodi,Central Valley,Zinfandel,OZV,OZV 2008 Old Vine Zinfandel (Lodi)
Francia,,90,23.0,Provence,Côtes de Provence,,Rosé,Château les Valentines,Château les Valentines 2011 Rosé (Côtes de Provence)
Estados Unidos,Rosella's Vineyard,93,50.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Loring Wine Company,Loring Wine Company 2012 Rosella's Vineyard Pinot Noir (Santa Lucia Highlands)
Francia,Château de Rouffiac Séduction,89,,Southwest France,Cahors,,Malbec,Château Bovila,Château Bovila 2012 Château de Rouffiac Séduction Malbec (Cahors)
Italia,Acciderba,91,42.0,Tuscany,Bolgheri,,Ensamblaje Tinto,Serni Fulvio Luigi,Serni Fulvio Luigi 2009 Acciderba  (Bolgheri)
Estados Unidos,Trio Vineyard,90,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,William Knuttel,William Knuttel 2006 Trio Vineyard Cabernet Sauvignon (Napa Valley)
Italia,Fossati,89,50.0,Piedmont,Barolo,,Nebbiolo,Dosio,Dosio 2011 Fossati  (Barolo)
Estados Unidos,Siebert Ranch,88,37.0,California,Russian River Valley,Sonoma,Pinot Noir,Ancient Oak Cellars,Ancient Oak Cellars 2010 Siebert Ranch Pinot Noir (Russian River Valley)
Estados Unidos,Reserve,90,40.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Martin Ray,Martin Ray 2009 Reserve Cabernet Sauvignon (Howell Mountain)
España,,88,20.0,Northern Spain,Navarra,,Garnacha Blanca,Artadi,Artadi 2014 Garnacha Blanca (Navarra)
Estados Unidos,Wild Eyed,91,48.0,Washington,Red Mountain,Columbia Valley,Syrah,Mark Ryan,Mark Ryan 2010 Wild Eyed Syrah (Red Mountain)
Francia,,97,698.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château La Mission Haut-Brion,Château La Mission Haut-Brion 2014  Pessac-Léognan
Estados Unidos,,93,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Cabernet Franc,Dumas Station,Dumas Station 2012 Cabernet Franc (Walla Walla Valley (WA))
Estados Unidos,Sawmill Creek Vineyards,90,20.0,New York,Finger Lakes,Finger Lakes,Riesling,Red Newt Cellars,Red Newt Cellars 2010 Sawmill Creek Vineyards Riesling (Finger Lakes)
Estados Unidos,Upland Vineyard Gravière G.S.M.,95,40.0,Washington,Snipes Mountain,Columbia Valley,Ensamblaje Tinto Tipo Rhône,Maison Bleue,Maison Bleue 2009 Upland Vineyard Gravière G.S.M. Red (Snipes Mountain)
Chile,Reserva,84,13.0,Valle de Maule,,,Carmenère,Viña Casas Patronales,Viña Casas Patronales 2011 Reserva Carmenère (Maule Valley)
Estados Unidos,,87,12.0,California,Santa Barbara County,Central Coast,Sauvignon Blanc,Rock Hollow,Rock Hollow 2009 Sauvignon Blanc (Santa Barbara County)
Estados Unidos,,87,20.0,New York,Finger Lakes,Finger Lakes,Merlot,Fox Run,Fox Run 2010 Merlot (Finger Lakes)
Estados Unidos,,88,24.0,California,Clarksburg,Central Valley,Chenin Blanc,dîner,dîner 2012 Chenin Blanc (Clarksburg)
Estados Unidos,,93,60.0,California,Napa Valley,Napa,Cabernet Sauvignon,Sixteen by Twenty,Sixteen by Twenty 2013 Cabernet Sauvignon (Napa Valley)
Estados Unidos,,88,12.0,Oregon,Oregon,Oregon Other,Pinot Gris,A to Z,A to Z 2009 Pinot Gris (Oregon)
Estados Unidos,Vista Verde Vineyard,87,49.0,California,San Benito County,Central Coast,Pinot Noir,Williams Selyem,Williams Selyem 2005 Vista Verde Vineyard Pinot Noir (San Benito County)
Francia,Clos Saint Jean Premier Cru,89,80.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Michel Picard,Michel Picard 2006 Clos Saint Jean Premier Cru  (Chassagne-Montrachet)
Alemania,N Qualitätswein,89,18.0,Pfalz,,,Pinot Noir,August Kesseler,August Kesseler 2014 N Qualitätswein Pinot Noir (Pfalz)
España,El Palomar,82,11.0,España Central,La Mancha,,Viura,Finca Antigua,Finca Antigua 2014 El Palomar Viura (La Mancha)
Estados Unidos,,87,30.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,William Church,William Church 2008 Cabernet Sauvignon (Columbia Valley (WA))
Estados Unidos,,84,12.0,California,California,California Other,Cabernet Sauvignon,Trim,Trim 2010 Cabernet Sauvignon (California)
Francia,Les Terres Blanches,90,,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Pascal Jolivet,Pascal Jolivet 2010 Les Terres Blanches  (Pouilly-Fumé)
Francia,Gabriel Brut,87,22.0,Loire Valley,Crémant de Loire,,Chardonnay,Domaine du Vieil Orme,Domaine du Vieil Orme NV Gabriel Brut Chardonnay (Crémant de Loire)
Estados Unidos,Pommard,92,60.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Hyland,Hyland 2014 Pommard Pinot Noir (McMinnville)
